achr,astart,aend,bchr,bstart,bend,size,sizebins,binsize,dil_size1,dil_iter1,dil_size2,dil_iter2,inter_z_thresh,kernel_size
chr1,41120000.0,41216000.0,chr1,41344000.0,41440000.0,96000.0,3,32000.0,1,1,1,1,0.5,11
chr1,41376000.0,41408000.0,chr1,41344000.0,41376000.0,32000.0,1,32000.0,1,1,1,1,0.5,11
chr1,41504000.0,41600000.0,chr1,41504000.0,41600000.0,96000.0,3,32000.0,1,1,1,1,0.5,11
chr1,41184000.0,41248000.0,chr1,41568000.0,41600000.0,64000.0,2,32000.0,1,1,1,1,0.5,11
chr1,41792000.0,41856000.0,chr1,41568000.0,41632000.0,64000.0,2,32000.0,1,1,1,1,0.5,11
chr1,41792000.0,41952000.0,chr1,41760000.0,41920000.0,160000.0,5,32000.0,1,1,1,1,0.5,11
chr1,41600000.0,41632000.0,chr1,41792000.0,41824000.0,32000.0,1,32000.0,1,1,1,1,0.5,11
chr1,42016000.0,42208000.0,chr1,42016000.0,42208000.0,192000.0,6,32000.0,1,1,1,1,0.5,11
chr1,41760000.0,41888000.0,chr1,42080000.0,42208000.0,128000.0,4,32000.0,1,1,1,1,0.5,11
chr1,42496000.0,42624000.0,chr1,42496000.0,42592000.0,128000.0,4,32000.0,1,1,1,1,0.5,11
chr1,42688000.0,43008000.0,chr1,42688000.0,43008000.0,320000.0,10,32000.0,1,1,1,1,0.5,11
chr1,42496000.0,42592000.0,chr1,42752000.0,42848000.0,96000.0,3,32000.0,1,1,1,1,0.5,11
chr1,43072000.0,43168000.0,chr1,43040000.0,43136000.0,96000.0,3,32000.0,1,1,1,1,0.5,11
chr1,42880000.0,42944000.0,chr1,43072000.0,43168000.0,64000.0,2,32000.0,1,1,1,1,0.5,11
chr1,43232000.0,43360000.0,chr1,43200000.0,43360000.0,128000.0,4,32000.0,1,1,1,1,0.5,11
chr1,43616000.0,43776000.0,chr1,43584000.0,43776000.0,160000.0,5,32000.0,1,1,1,1,0.5,11
chr1,43904000.0,44064000.0,chr1,43872000.0,44032000.0,160000.0,5,32000.0,1,1,1,1,0.5,11
chr1,44224000.0,44576000.0,chr1,44192000.0,44544000.0,352000.0,11,32000.0,1,1,1,1,0.5,11
chr1,44608000.0,44640000.0,chr1,44576000.0,44640000.0,32000.0,1,32000.0,1,1,1,1,0.5,11
chr1,44800000.0,44832000.0,chr1,44768000.0,44832000.0,32000.0,1,32000.0,1,1,1,1,0.5,11
chr1,44960000.0,45152000.0,chr1,44960000.0,45120000.0,192000.0,6,32000.0,1,1,1,1,0.5,11
chr1,45504000.0,45568000.0,chr1,45472000.0,45568000.0,64000.0,2,32000.0,1,1,1,1,0.5,11
chr1,46560000.0,46688000.0,chr1,46560000.0,46656000.0,128000.0,4,32000.0,1,1,1,1,0.5,11
chr1,46784000.0,46976000.0,chr1,46784000.0,46976000.0,192000.0,6,32000.0,1,1,1,1,0.5,11
chr1,47232000.0,47328000.0,chr1,47232000.0,47328000.0,96000.0,3,32000.0,1,1,1,1,0.5,11
chr1,47680000.0,47904000.0,chr1,47680000.0,47872000.0,224000.0,7,32000.0,1,1,1,1,0.5,11
chr1,48064000.0,48128000.0,chr1,48064000.0,48128000.0,64000.0,2,32000.0,1,1,1,1,0.5,11
chr1,48320000.0,48480000.0,chr1,48288000.0,48448000.0,160000.0,5,32000.0,1,1,1,1,0.5,11
chr1,48352000.0,48416000.0,chr1,48544000.0,48640000.0,64000.0,2,32000.0,1,1,1,1,0.5,11
chr1,48544000.0,48672000.0,chr1,48512000.0,48672000.0,128000.0,4,32000.0,1,1,1,1,0.5,11
chr1,48832000.0,48928000.0,chr1,48832000.0,48896000.0,96000.0,3,32000.0,1,1,1,1,0.5,11
chr1,48928000.0,48960000.0,chr1,48896000.0,48960000.0,32000.0,1,32000.0,1,1,1,1,0.5,11
chr1,49184000.0,49312000.0,chr1,49184000.0,49280000.0,128000.0,4,32000.0,1,1,1,1,0.5,11
chr1,49504000.0,49632000.0,chr1,49504000.0,49600000.0,128000.0,4,32000.0,1,1,1,1,0.5,11
chr1,49664000.0,49856000.0,chr1,49632000.0,49824000.0,192000.0,6,32000.0,1,1,1,1,0.5,11
chr1,49952000.0,50080000.0,chr1,49664000.0,49792000.0,128000.0,4,32000.0,1,1,1,1,0.5,11
chr1,49920000.0,50176000.0,chr1,49888000.0,50144000.0,256000.0,8,32000.0,1,1,1,1,0.5,11
chr1,51072000.0,51104000.0,chr1,49856000.0,49888000.0,32000.0,1,32000.0,1,1,1,1,0.5,11
chr1,49632000.0,49824000.0,chr1,49920000.0,50080000.0,192000.0,6,32000.0,1,1,1,1,0.5,11
chr1,50944000.0,51168000.0,chr1,49920000.0,50144000.0,224000.0,7,32000.0,1,1,1,1,0.5,11
chr1,50720000.0,50912000.0,chr1,50016000.0,50144000.0,192000.0,6,32000.0,1,1,1,1,0.5,11
chr1,50080000.0,50176000.0,chr1,50304000.0,50400000.0,96000.0,3,32000.0,1,1,1,1,0.5,11
chr1,50336000.0,50560000.0,chr1,50304000.0,50560000.0,224000.0,7,32000.0,1,1,1,1,0.5,11
chr1,50016000.0,50080000.0,chr1,50400000.0,50528000.0,64000.0,2,32000.0,1,1,1,1,0.5,11
chr1,51008000.0,51072000.0,chr1,50464000.0,50560000.0,64000.0,2,32000.0,1,1,1,1,0.5,11
chr1,50656000.0,50880000.0,chr1,50656000.0,50880000.0,224000.0,7,32000.0,1,1,1,1,0.5,11
chr1,50048000.0,50080000.0,chr1,50688000.0,50816000.0,32000.0,1,32000.0,1,1,1,1,0.5,11
chr1,51008000.0,51104000.0,chr1,50688000.0,50848000.0,96000.0,3,32000.0,1,1,1,1,0.5,11
chr1,50048000.0,50080000.0,chr1,50848000.0,50880000.0,32000.0,1,32000.0,1,1,1,1,0.5,11
chr1,49952000.0,50176000.0,chr1,50912000.0,51136000.0,224000.0,7,32000.0,1,1,1,1,0.5,11
chr1,50688000.0,50880000.0,chr1,50976000.0,51104000.0,192000.0,6,32000.0,1,1,1,1,0.5,11
chr1,50976000.0,51232000.0,chr1,50944000.0,51200000.0,256000.0,8,32000.0,1,1,1,1,0.5,11
chr1,49824000.0,49952000.0,chr1,51040000.0,51200000.0,128000.0,4,32000.0,1,1,1,1,0.5,11
chr1,51040000.0,51072000.0,chr1,51360000.0,51424000.0,32000.0,1,32000.0,1,1,1,1,0.5,11
chr1,51360000.0,51520000.0,chr1,51328000.0,51520000.0,160000.0,5,32000.0,1,1,1,1,0.5,11
chr1,51552000.0,51680000.0,chr1,51552000.0,51680000.0,128000.0,4,32000.0,1,1,1,1,0.5,11
chr1,51392000.0,51424000.0,chr1,51616000.0,51648000.0,32000.0,1,32000.0,1,1,1,1,0.5,11
chr1,51808000.0,51968000.0,chr1,51776000.0,51936000.0,160000.0,5,32000.0,1,1,1,1,0.5,11
chr1,51584000.0,51648000.0,chr1,51840000.0,51904000.0,64000.0,2,32000.0,1,1,1,1,0.5,11
chr1,52480000.0,52512000.0,chr1,52448000.0,52480000.0,32000.0,1,32000.0,1,1,1,1,0.5,11
chr1,53088000.0,53216000.0,chr1,53088000.0,53216000.0,128000.0,4,32000.0,1,1,1,1,0.5,11
chr1,53248000.0,53280000.0,chr1,53216000.0,53248000.0,32000.0,1,32000.0,1,1,1,1,0.5,11
chr1,53312000.0,53408000.0,chr1,53280000.0,53408000.0,96000.0,3,32000.0,1,1,1,1,0.5,11
chr1,54336000.0,54400000.0,chr1,54304000.0,54368000.0,64000.0,2,32000.0,1,1,1,1,0.5,11
chr1,54720000.0,54784000.0,chr1,54688000.0,54752000.0,64000.0,2,32000.0,1,1,1,1,0.5,11
chr1,54912000.0,54944000.0,chr1,54880000.0,54944000.0,32000.0,1,32000.0,1,1,1,1,0.5,11
chr1,54976000.0,55072000.0,chr1,54944000.0,55072000.0,96000.0,3,32000.0,1,1,1,1,0.5,11
chr1,55744000.0,55904000.0,chr1,55136000.0,55264000.0,160000.0,5,32000.0,1,1,1,1,0.5,11
chr1,56576000.0,56672000.0,chr1,55136000.0,55328000.0,96000.0,3,32000.0,1,1,1,1,0.5,11
chr1,55168000.0,55360000.0,chr1,55168000.0,55360000.0,192000.0,6,32000.0,1,1,1,1,0.5,11
chr1,55584000.0,55680000.0,chr1,55168000.0,55360000.0,96000.0,3,32000.0,1,1,1,1,0.5,11
chr1,56512000.0,56736000.0,chr1,55456000.0,55680000.0,224000.0,7,32000.0,1,1,1,1,0.5,11
chr1,55168000.0,55424000.0,chr1,55520000.0,55680000.0,256000.0,8,32000.0,1,1,1,1,0.5,11
chr1,55520000.0,55712000.0,chr1,55488000.0,55680000.0,192000.0,6,32000.0,1,1,1,1,0.5,11
chr1,55744000.0,55936000.0,chr1,55488000.0,55648000.0,192000.0,6,32000.0,1,1,1,1,0.5,11
chr1,56320000.0,56640000.0,chr1,55552000.0,55840000.0,320000.0,10,32000.0,1,1,1,1,0.5,11
chr1,55136000.0,55264000.0,chr1,55744000.0,55904000.0,128000.0,4,32000.0,1,1,1,1,0.5,11
chr1,55520000.0,55680000.0,chr1,55744000.0,55904000.0,160000.0,5,32000.0,1,1,1,1,0.5,11
chr1,55776000.0,55904000.0,chr1,55776000.0,55904000.0,128000.0,4,32000.0,1,1,1,1,0.5,11
chr1,55584000.0,55616000.0,chr1,56384000.0,56416000.0,32000.0,1,32000.0,1,1,1,1,0.5,11
chr1,56512000.0,56704000.0,chr1,56480000.0,56704000.0,192000.0,6,32000.0,1,1,1,1,0.5,11
chr1,55136000.0,55360000.0,chr1,56512000.0,56704000.0,224000.0,7,32000.0,1,1,1,1,0.5,11
chr1,55520000.0,55680000.0,chr1,56512000.0,56736000.0,160000.0,5,32000.0,1,1,1,1,0.5,11
chr1,55712000.0,55904000.0,chr1,56512000.0,56640000.0,192000.0,6,32000.0,1,1,1,1,0.5,11
chr1,57344000.0,57472000.0,chr1,57344000.0,57440000.0,128000.0,4,32000.0,1,1,1,1,0.5,11
chr1,57568000.0,57632000.0,chr1,57568000.0,57600000.0,64000.0,2,32000.0,1,1,1,1,0.5,11
chr1,58144000.0,58208000.0,chr1,58112000.0,58208000.0,64000.0,2,32000.0,1,1,1,1,0.5,11
chr1,58624000.0,58784000.0,chr1,58624000.0,58752000.0,160000.0,5,32000.0,1,1,1,1,0.5,11
chr1,58720000.0,58752000.0,chr1,58912000.0,58944000.0,32000.0,1,32000.0,1,1,1,1,0.5,11
chr1,58912000.0,59040000.0,chr1,58880000.0,59008000.0,128000.0,4,32000.0,1,1,1,1,0.5,11
chr1,59264000.0,59520000.0,chr1,59264000.0,59520000.0,256000.0,8,32000.0,1,1,1,1,0.5,11
chr1,59808000.0,59904000.0,chr1,59808000.0,59872000.0,96000.0,3,32000.0,1,1,1,1,0.5,11
chr1,60064000.0,60256000.0,chr1,60064000.0,60256000.0,192000.0,6,32000.0,1,1,1,1,0.5,11
chr1,60768000.0,60864000.0,chr1,60768000.0,60864000.0,96000.0,3,32000.0,1,1,1,1,0.5,11
chr1,61280000.0,61440000.0,chr1,61280000.0,61408000.0,160000.0,5,32000.0,1,1,1,1,0.5,11
chr1,61536000.0,61664000.0,chr1,61536000.0,61632000.0,128000.0,4,32000.0,1,1,1,1,0.5,11
chr1,61760000.0,61824000.0,chr1,61728000.0,61824000.0,64000.0,2,32000.0,1,1,1,1,0.5,11
chr1,62688000.0,62880000.0,chr1,62688000.0,62848000.0,192000.0,6,32000.0,1,1,1,1,0.5,11
chr1,62944000.0,63072000.0,chr1,62688000.0,62848000.0,128000.0,4,32000.0,1,1,1,1,0.5,11
chr1,62688000.0,62880000.0,chr1,62912000.0,63104000.0,192000.0,6,32000.0,1,1,1,1,0.5,11
chr1,62944000.0,63136000.0,chr1,62912000.0,63104000.0,192000.0,6,32000.0,1,1,1,1,0.5,11
chr1,63232000.0,63328000.0,chr1,63232000.0,63328000.0,96000.0,3,32000.0,1,1,1,1,0.5,11
chr1,63456000.0,63488000.0,chr1,63424000.0,63488000.0,32000.0,1,32000.0,1,1,1,1,0.5,11
chr1,63744000.0,63776000.0,chr1,63712000.0,63776000.0,32000.0,1,32000.0,1,1,1,1,0.5,11
chr1,64000000.0,64128000.0,chr1,63968000.0,64128000.0,128000.0,4,32000.0,1,1,1,1,0.5,11
chr1,67904000.0,68032000.0,chr1,63936000.0,64096000.0,128000.0,4,32000.0,1,1,1,1,0.5,11
chr1,68128000.0,68256000.0,chr1,63936000.0,64096000.0,128000.0,4,32000.0,1,1,1,1,0.5,11
chr1,64256000.0,64320000.0,chr1,64000000.0,64096000.0,64000.0,2,32000.0,1,1,1,1,0.5,11
chr1,64192000.0,64416000.0,chr1,64160000.0,64384000.0,224000.0,7,32000.0,1,1,1,1,0.5,11
chr1,67808000.0,68288000.0,chr1,64128000.0,64448000.0,480000.0,15,32000.0,1,1,1,1,0.5,11
chr1,63968000.0,64128000.0,chr1,64224000.0,64384000.0,160000.0,5,32000.0,1,1,1,1,0.5,11
chr1,64704000.0,64800000.0,chr1,64704000.0,64800000.0,96000.0,3,32000.0,1,1,1,1,0.5,11
chr1,65280000.0,65440000.0,chr1,65248000.0,65408000.0,160000.0,5,32000.0,1,1,1,1,0.5,11
chr1,65664000.0,65792000.0,chr1,65312000.0,65440000.0,128000.0,4,32000.0,1,1,1,1,0.5,11
chr1,65312000.0,65472000.0,chr1,65632000.0,65792000.0,160000.0,5,32000.0,1,1,1,1,0.5,11
chr1,65664000.0,65824000.0,chr1,65632000.0,65824000.0,160000.0,5,32000.0,1,1,1,1,0.5,11
chr1,66112000.0,66144000.0,chr1,66080000.0,66144000.0,32000.0,1,32000.0,1,1,1,1,0.5,11
chr1,67328000.0,67360000.0,chr1,67296000.0,67328000.0,32000.0,1,32000.0,1,1,1,1,0.5,11
chr1,67712000.0,67840000.0,chr1,67712000.0,67840000.0,128000.0,4,32000.0,1,1,1,1,0.5,11
chr1,64256000.0,64448000.0,chr1,67872000.0,68064000.0,192000.0,6,32000.0,1,1,1,1,0.5,11
chr1,63936000.0,64128000.0,chr1,67904000.0,68000000.0,192000.0,6,32000.0,1,1,1,1,0.5,11
chr1,64160000.0,64416000.0,chr1,68032000.0,68288000.0,256000.0,8,32000.0,1,1,1,1,0.5,11
chr1,68032000.0,68256000.0,chr1,68032000.0,68256000.0,224000.0,7,32000.0,1,1,1,1,0.5,11
chr1,63904000.0,64192000.0,chr1,68096000.0,68288000.0,288000.0,9,32000.0,1,1,1,1,0.5,11
chr1,67904000.0,67968000.0,chr1,68096000.0,68192000.0,64000.0,2,32000.0,1,1,1,1,0.5,11
chr1,64224000.0,64288000.0,chr1,68288000.0,68320000.0,64000.0,2,32000.0,1,1,1,1,0.5,11
chr1,71232000.0,71360000.0,chr1,71232000.0,71360000.0,128000.0,4,32000.0,1,1,1,1,0.5,11
chr1,71776000.0,71808000.0,chr1,71744000.0,71808000.0,32000.0,1,32000.0,1,1,1,1,0.5,11
chr1,72128000.0,72224000.0,chr1,72128000.0,72224000.0,96000.0,3,32000.0,1,1,1,1,0.5,11
chr1,72352000.0,72416000.0,chr1,72320000.0,72416000.0,64000.0,2,32000.0,1,1,1,1,0.5,11
chr1,72736000.0,72928000.0,chr1,72704000.0,72928000.0,192000.0,6,32000.0,1,1,1,1,0.5,11
chr1,72512000.0,72544000.0,chr1,72768000.0,72832000.0,32000.0,1,32000.0,1,1,1,1,0.5,11
chr1,72576000.0,72640000.0,chr1,72800000.0,72864000.0,64000.0,2,32000.0,1,1,1,1,0.5,11
chr1,73056000.0,73152000.0,chr1,73056000.0,73120000.0,96000.0,3,32000.0,1,1,1,1,0.5,11
chr1,73248000.0,73280000.0,chr1,73216000.0,73248000.0,32000.0,1,32000.0,1,1,1,1,0.5,11
chr1,75072000.0,75264000.0,chr1,74080000.0,74272000.0,192000.0,6,32000.0,1,1,1,1,0.5,11
chr1,74144000.0,74272000.0,chr1,74112000.0,74272000.0,128000.0,4,32000.0,1,1,1,1,0.5,11
chr1,75008000.0,75040000.0,chr1,74208000.0,74240000.0,32000.0,1,32000.0,1,1,1,1,0.5,11
chr1,75136000.0,75232000.0,chr1,74336000.0,74400000.0,96000.0,3,32000.0,1,1,1,1,0.5,11
chr1,74112000.0,74272000.0,chr1,75072000.0,75264000.0,160000.0,5,32000.0,1,1,1,1,0.5,11
chr1,75136000.0,75296000.0,chr1,75104000.0,75296000.0,160000.0,5,32000.0,1,1,1,1,0.5,11
chr1,76640000.0,76832000.0,chr1,75584000.0,75808000.0,192000.0,6,32000.0,1,1,1,1,0.5,11
chr1,75648000.0,75840000.0,chr1,75648000.0,75840000.0,192000.0,6,32000.0,1,1,1,1,0.5,11
chr1,75488000.0,75520000.0,chr1,75712000.0,75744000.0,32000.0,1,32000.0,1,1,1,1,0.5,11
chr1,76544000.0,76576000.0,chr1,75744000.0,75776000.0,32000.0,1,32000.0,1,1,1,1,0.5,11
chr1,76672000.0,76736000.0,chr1,75872000.0,75936000.0,64000.0,2,32000.0,1,1,1,1,0.5,11
chr1,75616000.0,75840000.0,chr1,76640000.0,76832000.0,224000.0,7,32000.0,1,1,1,1,0.5,11
chr1,76672000.0,76832000.0,chr1,76640000.0,76832000.0,160000.0,5,32000.0,1,1,1,1,0.5,11
chr1,77632000.0,77792000.0,chr1,77632000.0,77792000.0,160000.0,5,32000.0,1,1,1,1,0.5,11
chr1,77952000.0,78112000.0,chr1,77632000.0,77760000.0,160000.0,5,32000.0,1,1,1,1,0.5,11
chr1,77888000.0,78112000.0,chr1,77888000.0,78112000.0,224000.0,7,32000.0,1,1,1,1,0.5,11
chr1,77664000.0,77760000.0,chr1,77952000.0,78080000.0,96000.0,3,32000.0,1,1,1,1,0.5,11
chr1,78368000.0,78528000.0,chr1,78368000.0,78496000.0,160000.0,5,32000.0,1,1,1,1,0.5,11
chr1,78016000.0,78048000.0,chr1,78400000.0,78432000.0,32000.0,1,32000.0,1,1,1,1,0.5,11
chr1,78912000.0,79040000.0,chr1,78912000.0,79040000.0,128000.0,4,32000.0,1,1,1,1,0.5,11
chr1,79296000.0,79360000.0,chr1,79264000.0,79360000.0,64000.0,2,32000.0,1,1,1,1,0.5,11
chr1,79424000.0,79520000.0,chr1,79424000.0,79520000.0,96000.0,3,32000.0,1,1,1,1,0.5,11
chr1,79776000.0,79936000.0,chr1,79744000.0,79904000.0,160000.0,5,32000.0,1,1,1,1,0.5,11
chr1,80832000.0,80960000.0,chr1,80832000.0,80928000.0,128000.0,4,32000.0,1,1,1,1,0.5,11
chr1,81184000.0,81312000.0,chr1,81184000.0,81280000.0,128000.0,4,32000.0,1,1,1,1,0.5,11
chr1,81344000.0,81376000.0,chr1,81312000.0,81376000.0,32000.0,1,32000.0,1,1,1,1,0.5,11
chr1,81568000.0,81728000.0,chr1,81536000.0,81728000.0,160000.0,5,32000.0,1,1,1,1,0.5,11
chr1,81344000.0,81440000.0,chr1,81600000.0,81696000.0,96000.0,3,32000.0,1,1,1,1,0.5,11
chr1,81280000.0,81312000.0,chr1,81664000.0,81728000.0,32000.0,1,32000.0,1,1,1,1,0.5,11
chr1,81600000.0,81696000.0,chr1,81824000.0,81920000.0,96000.0,3,32000.0,1,1,1,1,0.5,11
chr1,81824000.0,81920000.0,chr1,81792000.0,81888000.0,96000.0,3,32000.0,1,1,1,1,0.5,11
chr1,82656000.0,82720000.0,chr1,82624000.0,82688000.0,64000.0,2,32000.0,1,1,1,1,0.5,11
chr1,83072000.0,83264000.0,chr1,83040000.0,83232000.0,192000.0,6,32000.0,1,1,1,1,0.5,11
chr1,83424000.0,83584000.0,chr1,83392000.0,83584000.0,160000.0,5,32000.0,1,1,1,1,0.5,11
chr1,83136000.0,83200000.0,chr1,83456000.0,83520000.0,64000.0,2,32000.0,1,1,1,1,0.5,11
chr1,83936000.0,84064000.0,chr1,83936000.0,84064000.0,128000.0,4,32000.0,1,1,1,1,0.5,11
chr1,86240000.0,86592000.0,chr1,83936000.0,84256000.0,352000.0,11,32000.0,1,1,1,1,0.5,11
chr1,84224000.0,84288000.0,chr1,83968000.0,84032000.0,64000.0,2,32000.0,1,1,1,1,0.5,11
chr1,85856000.0,85984000.0,chr1,83968000.0,84064000.0,128000.0,4,32000.0,1,1,1,1,0.5,11
chr1,86048000.0,86560000.0,chr1,83968000.0,84576000.0,512000.0,16,32000.0,1,1,1,1,0.5,11
chr1,84128000.0,84352000.0,chr1,84128000.0,84320000.0,224000.0,7,32000.0,1,1,1,1,0.5,11
chr1,83936000.0,84064000.0,chr1,84160000.0,84320000.0,128000.0,4,32000.0,1,1,1,1,0.5,11
chr1,84448000.0,84544000.0,chr1,84160000.0,84256000.0,96000.0,3,32000.0,1,1,1,1,0.5,11
chr1,85824000.0,86368000.0,chr1,84160000.0,84640000.0,544000.0,17,32000.0,1,1,1,1,0.5,11
chr1,83424000.0,83456000.0,chr1,84224000.0,84256000.0,32000.0,1,32000.0,1,1,1,1,0.5,11
chr1,84128000.0,84288000.0,chr1,84384000.0,84576000.0,160000.0,5,32000.0,1,1,1,1,0.5,11
chr1,84448000.0,84544000.0,chr1,84416000.0,84544000.0,96000.0,3,32000.0,1,1,1,1,0.5,11
chr1,84704000.0,84896000.0,chr1,84672000.0,84864000.0,192000.0,6,32000.0,1,1,1,1,0.5,11
chr1,85088000.0,85120000.0,chr1,84864000.0,84896000.0,32000.0,1,32000.0,1,1,1,1,0.5,11
chr1,84864000.0,84928000.0,chr1,85088000.0,85120000.0,64000.0,2,32000.0,1,1,1,1,0.5,11
chr1,85056000.0,85152000.0,chr1,85056000.0,85152000.0,96000.0,3,32000.0,1,1,1,1,0.5,11
chr1,85824000.0,86048000.0,chr1,85792000.0,86048000.0,224000.0,7,32000.0,1,1,1,1,0.5,11
chr1,83968000.0,84096000.0,chr1,85824000.0,85984000.0,128000.0,4,32000.0,1,1,1,1,0.5,11
chr1,84224000.0,84320000.0,chr1,85824000.0,85984000.0,96000.0,3,32000.0,1,1,1,1,0.5,11
chr1,86176000.0,86336000.0,chr1,85824000.0,85984000.0,160000.0,5,32000.0,1,1,1,1,0.5,11
chr1,84224000.0,84608000.0,chr1,86048000.0,86336000.0,384000.0,12,32000.0,1,1,1,1,0.5,11
chr1,84000000.0,84576000.0,chr1,86080000.0,86528000.0,576000.0,18,32000.0,1,1,1,1,0.5,11
chr1,85792000.0,86016000.0,chr1,86144000.0,86368000.0,224000.0,7,32000.0,1,1,1,1,0.5,11
chr1,86144000.0,86368000.0,chr1,86144000.0,86368000.0,224000.0,7,32000.0,1,1,1,1,0.5,11
chr1,86432000.0,86560000.0,chr1,86176000.0,86304000.0,128000.0,4,32000.0,1,1,1,1,0.5,11
chr1,83904000.0,84320000.0,chr1,86208000.0,86624000.0,416000.0,13,32000.0,1,1,1,1,0.5,11
chr1,86176000.0,86336000.0,chr1,86400000.0,86592000.0,160000.0,5,32000.0,1,1,1,1,0.5,11
chr1,86400000.0,86560000.0,chr1,86400000.0,86560000.0,160000.0,5,32000.0,1,1,1,1,0.5,11
chr1,86752000.0,86880000.0,chr1,86752000.0,86848000.0,128000.0,4,32000.0,1,1,1,1,0.5,11
chr1,87168000.0,87200000.0,chr1,87168000.0,87200000.0,32000.0,1,32000.0,1,1,1,1,0.5,11
chr1,87296000.0,87456000.0,chr1,87264000.0,87456000.0,160000.0,5,32000.0,1,1,1,1,0.5,11
chr1,87328000.0,87392000.0,chr1,87552000.0,87648000.0,64000.0,2,32000.0,1,1,1,1,0.5,11
chr1,87904000.0,87968000.0,chr1,87872000.0,87936000.0,64000.0,2,32000.0,1,1,1,1,0.5,11
chr1,88096000.0,88224000.0,chr1,88064000.0,88192000.0,128000.0,4,32000.0,1,1,1,1,0.5,11
chr1,88384000.0,88416000.0,chr1,88096000.0,88160000.0,32000.0,1,32000.0,1,1,1,1,0.5,11
chr1,88320000.0,88640000.0,chr1,88288000.0,88608000.0,320000.0,10,32000.0,1,1,1,1,0.5,11
chr1,88064000.0,88192000.0,chr1,88320000.0,88480000.0,128000.0,4,32000.0,1,1,1,1,0.5,11
chr1,88992000.0,89088000.0,chr1,88992000.0,89088000.0,96000.0,3,32000.0,1,1,1,1,0.5,11
chr1,89312000.0,89440000.0,chr1,89280000.0,89440000.0,128000.0,4,32000.0,1,1,1,1,0.5,11
chr1,89568000.0,89664000.0,chr1,89536000.0,89664000.0,96000.0,3,32000.0,1,1,1,1,0.5,11
chr1,89344000.0,89408000.0,chr1,89600000.0,89632000.0,64000.0,2,32000.0,1,1,1,1,0.5,11
chr1,89760000.0,89984000.0,chr1,89760000.0,89984000.0,224000.0,7,32000.0,1,1,1,1,0.5,11
chr1,90560000.0,90624000.0,chr1,90528000.0,90592000.0,64000.0,2,32000.0,1,1,1,1,0.5,11
chr1,91360000.0,91520000.0,chr1,91360000.0,91520000.0,160000.0,5,32000.0,1,1,1,1,0.5,11
chr1,92448000.0,92512000.0,chr1,92448000.0,92512000.0,64000.0,2,32000.0,1,1,1,1,0.5,11
chr1,92544000.0,92608000.0,chr1,92544000.0,92608000.0,64000.0,2,32000.0,1,1,1,1,0.5,11
chr1,92640000.0,92704000.0,chr1,92608000.0,92704000.0,64000.0,2,32000.0,1,1,1,1,0.5,11
chr1,94144000.0,94336000.0,chr1,94144000.0,94304000.0,192000.0,6,32000.0,1,1,1,1,0.5,11
chr1,94944000.0,95104000.0,chr1,94912000.0,95072000.0,160000.0,5,32000.0,1,1,1,1,0.5,11
chr1,95328000.0,95488000.0,chr1,95328000.0,95488000.0,160000.0,5,32000.0,1,1,1,1,0.5,11
chr1,95712000.0,95744000.0,chr1,95328000.0,95392000.0,32000.0,1,32000.0,1,1,1,1,0.5,11
chr1,95808000.0,95840000.0,chr1,95744000.0,95808000.0,32000.0,1,32000.0,1,1,1,1,0.5,11
chr1,95328000.0,95424000.0,chr1,95904000.0,96064000.0,96000.0,3,32000.0,1,1,1,1,0.5,11
chr1,95744000.0,95840000.0,chr1,95968000.0,96064000.0,96000.0,3,32000.0,1,1,1,1,0.5,11
chr1,95936000.0,96160000.0,chr1,95936000.0,96128000.0,224000.0,7,32000.0,1,1,1,1,0.5,11
chr1,98080000.0,98368000.0,chr1,98080000.0,98336000.0,288000.0,9,32000.0,1,1,1,1,0.5,11
chr1,98272000.0,98304000.0,chr1,98080000.0,98112000.0,32000.0,1,32000.0,1,1,1,1,0.5,11
chr1,99168000.0,99200000.0,chr1,99136000.0,99168000.0,32000.0,1,32000.0,1,1,1,1,0.5,11
chr1,100512000.0,100640000.0,chr1,100480000.0,100640000.0,128000.0,4,32000.0,1,1,1,1,0.5,11
chr1,101056000.0,101152000.0,chr1,100480000.0,100608000.0,96000.0,3,32000.0,1,1,1,1,0.5,11
chr1,101088000.0,101120000.0,chr1,100704000.0,100768000.0,32000.0,1,32000.0,1,1,1,1,0.5,11
chr1,100512000.0,100608000.0,chr1,101024000.0,101152000.0,96000.0,3,32000.0,1,1,1,1,0.5,11
chr1,101056000.0,101184000.0,chr1,101024000.0,101184000.0,128000.0,4,32000.0,1,1,1,1,0.5,11
chr1,101664000.0,101696000.0,chr1,101632000.0,101696000.0,32000.0,1,32000.0,1,1,1,1,0.5,11
chr1,102080000.0,102144000.0,chr1,102048000.0,102112000.0,64000.0,2,32000.0,1,1,1,1,0.5,11
chr1,102240000.0,102368000.0,chr1,102240000.0,102368000.0,128000.0,4,32000.0,1,1,1,1,0.5,11
chr1,102176000.0,102304000.0,chr1,102656000.0,102752000.0,128000.0,4,32000.0,1,1,1,1,0.5,11
chr1,102720000.0,102784000.0,chr1,102688000.0,102784000.0,64000.0,2,32000.0,1,1,1,1,0.5,11
chr1,102912000.0,103104000.0,chr1,102912000.0,103072000.0,192000.0,6,32000.0,1,1,1,1,0.5,11
chr1,102976000.0,103040000.0,chr1,103200000.0,103296000.0,64000.0,2,32000.0,1,1,1,1,0.5,11
